dates,venue,city,home_team,team_1,team_2,total_matches_team1,total_matches_team2,toss_winner,total_wins_team1,total_wins_team2,toss_decision,umpire_1,umpire_2,match_winner,head_to_head,total_loses_team1,total_loses_team2,win_ratio_team1,win_ratio_team2,lose_ratio_team1,lose_ratio_team2
2019-06-16,King George V Sports Ground,Castel,none,Denmark,Jersey,,,Denmark,,,field,Rizwan Akram,DA Haggo,Jersey,,,,,,,
2019-06-16,King George V Sports Ground,Castel,none,Jersey,Norway,,,Jersey,,,bat,Adriaan van den Dries,DA Haggo,Jersey,,,,,,,
2019-06-17,King George V Sports Ground,Castel,none,Denmark,Norway,,,Denmark,,,bat,HE Kearns,MV Waldron,Denmark,,,,,,,
2019-06-18,King George V Sports Ground,Castel,none,Denmark,Guernsey,,,Guernsey,,,field,Rizwan Akram,Adriaan van den Dries,Guernsey,,,,,,,
2019-06-19,College Field,St Peter Port,none,Italy,Jersey,,,Italy,,,field,Rizwan Akram,AG Wharf,Jersey,,,,,,,
2019-06-19,King George V Sports Ground,Castel,none,Denmark,Germany,,,Germany,,,field,HE Kearns,MV Waldron,Germany,,,,,,,
2019-06-19,King George V Sports Ground,Castel,none,Guernsey,Norway,,,Guernsey,,,field,HE Kearns,Adriaan van den Dries,Guernsey,,,,,,,
2019-06-20,College Field,St Peter Port,none,Germany,Jersey,,,Germany,,,field,DA Haggo,AG Wharf,Germany,,,,,,,
2019-06-20,College Field,St Peter Port,none,Germany,Norway,,,Germany,,,field,HE Kearns,DA Haggo,Germany,,,,,,,
2019-06-20,King George V Sports Ground,Castel,none,Denmark,Italy,,,Denmark,,,bat,Rizwan Akram,MV Waldron,Denmark,,,,,,,
2019-06-20,King George V Sports Ground,Castel,none,Guernsey,Denmark,,,Denmark,,,field,Rizwan Akram,Adriaan van den Dries,Guernsey,,,,,,,
2019-06-23,Hazelaarweg,Rotterdam,Netherlands,Netherlands,Zimbabwe,,,Zimbabwe,,,field,HKG Jansen,Rizwan Akram,Netherlands,,,,,,,
2019-06-24,Kinrara Academy Oval,Kuala Lumpur,Malaysia,Malaysia,Thailand,,,Malaysia,,,field,Mathan Kumar,V Kalidas,Malaysia,,,,,,,
2019-06-25,Hazelaarweg,Rotterdam,Netherlands,Zimbabwe,Netherlands,,,Netherlands,,,bat,Rizwan Akram,HKG Jansen,Netherlands,,,,,,,
2019-06-26,Kinrara Academy Oval,Kuala Lumpur,none,Maldives,Thailand,,,Thailand,,,bat,L Poobalan,V Kalidas,Maldives,,,,,,,
2019-06-27,Kinrara Academy Oval,Kuala Lumpur,Malaysia,Malaysia,Thailand,,,Thailand,,,bat,Zaidan Taha,V Kalidas,Malaysia,,,,,,,
2019-06-28,Kinrara Academy Oval,Kuala Lumpur,Malaysia,Maldives,Malaysia,,,Malaysia,,,bat,V Kalidas,Izmir Azraf,Malaysia,,,,,,,
2019-06-29,Kinrara Academy Oval,Kuala Lumpur,none,Maldives,Thailand,,,Thailand,,,field,N Sivan,V Kalidas,Thailand,,,,,,,
2019-07-12,Bready Cricket Club,Bready,Ireland,Ireland,Zimbabwe,,,Ireland,,,field,M Hawthorne,R Black,Ireland,,,,,,,
2019-07-13,Kinrara Academy Oval,Kuala Lumpur,Malaysia,Malaysia,Nepal,,,Malaysia,,,bat,V Kalidas,D Sevakumaran,Nepal,,,,,,,
2019-07-14,Bready Cricket Club,Derry,Ireland,Ireland,Zimbabwe,,,Zimbabwe,,,field,R Black,AJ Neill,Zimbabwe,,,,,,,
2019-07-14,Kinrara Academy Oval,Kuala Lumpur,Malaysia,Malaysia,Nepal,,,Nepal,,,bat,N Sivan,V Kalidas,Nepal,,,,,,,
2019-07-22,Indian Association Ground,Singapore,none,Kuwait,Malaysia,,,Malaysia,,,bat,Tabarak Dar,BB Pradhan,Malaysia,,,,,,,
2019-07-22,Indian Association Ground,Singapore,Singapore,Singapore,Qatar,,,Singapore,,,bat,V Kalidas,BB Pradhan,Singapore,,,,,,,
2019-07-23,Indian Association Ground,Singapore,none,Nepal,Qatar,,,Nepal,,,bat,V Kalidas,Tabarak Dar,Qatar,,,,,,,
2019-07-24,Indian Association Ground,Singapore,none,Malaysia,Nepal,,,Nepal,,,field,V Kalidas,Tabarak Dar,Nepal,,,,,,,
2019-07-26,Indian Association Ground,Singapore,Singapore,Singapore,Malaysia,,,Malaysia,,,bat,Tabarak Dar,BB Pradhan,Singapore,,,,,,,
2019-07-26,Indian Association Ground,Singapore,none,Kuwait,Qatar,,,Qatar,,,field,V Kalidas,BB Pradhan,Kuwait,,,,,,,
2019-07-27,Indian Association Ground,Singapore,none,Malaysia,Qatar,,,Malaysia,,,bat,Tabarak Dar,BB Pradhan,Qatar,,,,,,,
2019-07-27,Indian Association Ground,Singapore,none,Kuwait,Nepal,,,Nepal,,,field,V Kalidas,Tabarak Dar,Nepal,,,,,,,
2019-07-28,Indian Association Ground,Singapore,Singapore,Singapore,Nepal,,,Singapore,,,bat,V Kalidas,Tabarak Dar,Singapore,,,,,,,
2019-08-03,Central Broward Regional Park Stadium Turf Ground,Lauderhill,none,India,West Indies,,,India,,,field,N Duguid,GO Brathwaite,India,,,,,,,
2019-08-04,Central Broward Regional Park Stadium Turf Ground,Lauderhill,none,India,West Indies,,,India,,,bat,N Duguid,GO Brathwaite,India,,,,,,,
2019-08-05,VRA Ground,Amstelveen,Netherlands,Netherlands,United Arab Emirates,,,United Arab Emirates,,,field,Rizwan Akram,HKG Jansen,United Arab Emirates,,,,,,,
2019-08-06,Providence Stadium,Providence,none,West Indies,India,,,India,,,field,N Duguid,LS Reifer,India,,,,,,,
2019-08-08,Sportpark Westvliet,The Hague,Netherlands,Netherlands,United Arab Emirates,,,Netherlands,,,bat,HKG Jansen,WPM van Liemt,United Arab Emirates,,,,,,,
2019-08-18,White Hill Field,Hamilton,Bermuda,Bermuda,United States of America,,,Bermuda,,,bat,N Duguid,H Grewal,Bermuda,,,,,,,
2019-08-18,White Hill Field,Hamilton,none,Canada,Cayman Islands,,,Canada,,,bat,JM Williams,Emmerson Carrington,Canada,,,,,,,
2019-08-19,National Stadium,Hamilton,Bermuda,Canada,Bermuda,,,Bermuda,,,bat,N Duguid,JM Williams,Bermuda,,,,,,,
2019-08-19,National Stadium,Hamilton,none,Cayman Islands,United States of America,,,United States of America,,,field,Emmerson Carrington,H Grewal,United States of America,,,,,,,
2019-08-19,United Cricket Club Ground,Windhoek,Namibia,Namibia,Botswana,,,Botswana,,,field,Marthinus Louw,C Thorburn,Namibia,,,,,,,
2019-08-20,United Cricket Club Ground,Windhoek,Namibia,Namibia,Botswana,,,Botswana,,,field,A Louw,Claus Schumacher,Namibia,,,,,,,
2019-08-21,White Hill Field,Hamilton,Bermuda,Bermuda,Cayman Islands,,,Cayman Islands,,,bat,JM Williams,H Grewal,Bermuda,,,,,,,
2019-08-21,White Hill Field,Hamilton,none,Canada,United States of America,,,United States of America,,,bat,N Duguid,Emmerson Carrington,Canada,,,,,,,
2019-08-22,Bermuda National Stadium,Hamilton,Bermuda,United States of America,Bermuda,,,Bermuda,,,field,JM Williams,H Grewal,Bermuda,,,,,,,
2019-08-22,United Cricket Club Ground,Windhoek,Namibia,Namibia,Botswana,,,Namibia,,,bat,Marthinus Louw,C Thorburn,Namibia,,,,,,,
2019-08-22,White Hill Field,Hamilton,none,Canada,Cayman Islands,,,Canada,,,field,N Duguid,Emmerson Carrington,Canada,,,,,,,
2019-08-23,United Cricket Club Ground,Windhoek,Namibia,Namibia,Botswana,,,Botswana,,,bat,JJ Luck,Marthinus Louw,Namibia,,,,,,,
2019-08-24,White Hill Field,Hamilton,none,Cayman Islands,United States of America,,,Cayman Islands,,,bat,Emmerson Carrington,H Grewal,United States of America,,,,,,,
2019-08-25,White Hill Field,Hamilton,Bermuda,Bermuda,Cayman Islands,,,Cayman Islands,,,bat,N Duguid,H Grewal,Bermuda,,,,,,,
2019-08-25,White Hill Field,Hamilton,none,Canada,United States of America,,,United States of America,,,field,JM Williams,Emmerson Carrington,Canada,,,,,,,
2019-09-01,Pallekele International Cricket Stadium,Kandy,Sri Lanka,Sri Lanka,New Zealand,,,Sri Lanka,,,bat,RR Wimalasiri,RMPJ Rambukwella,New Zealand,,,,,,,
2019-09-03,Pallekele International Cricket Stadium,Kandy,Sri Lanka,Sri Lanka,New Zealand,,,Sri Lanka,,,bat,RR Wimalasiri,LE Hannibal,New Zealand,,,,,,,
2019-09-06,Pallekele International Cricket Stadium,Kandy,Sri Lanka,Sri Lanka,New Zealand,,,Sri Lanka,,,bat,LE Hannibal,RMPJ Rambukwella,Sri Lanka,,,,,,,
2019-09-13,Shere Bangla National Stadium,Dhaka,Bangladesh,Bangladesh,Zimbabwe,,,Bangladesh,,,field,Sharfuddoula,Masudur Rahman,Bangladesh,,,,,,,
2019-09-14,Shere Bangla National Stadium,Dhaka,none,Afghanistan,Zimbabwe,,,Zimbabwe,,,field,Sharfuddoula,Gazi Sohel,Afghanistan,,,,,,,
2019-09-15,Shere Bangla National Stadium,Dhaka,Bangladesh,Bangladesh,Afghanistan,,,Afghanistan,,,bat,Masudur Rahman,Gazi Sohel,Afghanistan,,,,,,,
2019-09-16,The Village,Dublin,none,Netherlands,Scotland,,,Netherlands,,,field,DH Mclean,AJ Neill,Scotland,,,,,,,
2019-09-17,The Village,Dublin,Ireland,Ireland,Scotland,,,Scotland,,,bat,Rizwan Akram,AJ Neill,Ireland,,,,,,,
2019-09-18,Punjab Cricket Association IS Bindra Stadium,Chandigarh,India,India,South Africa,,,India,,,field,C Shamshuddin,AK Chaudhary,India,,,,,,,
2019-09-18,The Village,Dublin,Ireland,Ireland,Netherlands,,,Ireland,,,bat,Rizwan Akram,DH Mclean,Netherlands,,,,,,,
2019-09-18,Zahur Ahmed Chowdhury Stadium,Chittagong,Bangladesh,Bangladesh,Zimbabwe,,,Zimbabwe,,,field,Tanvir Ahmed,Masudur Rahman,Bangladesh,,,,,,,
2019-09-19,The Village,Dublin,none,Netherlands,Scotland,,,Netherlands,,,bat,DH Mclean,AJ Neill,Scotland,,,,,,,
2019-09-20,Zahur Ahmed Chowdhury Stadium,Chittagong,none,Afghanistan,Zimbabwe,,,Afghanistan,,,bat,Sharfuddoula,Tanvir Ahmed,Zimbabwe,,,,,,,
2019-09-21,Zahur Ahmed Chowdhury Stadium,Chittagong,Bangladesh,Bangladesh,Afghanistan,,,Bangladesh,,,field,Masudur Rahman,Gazi Sohel,Bangladesh,,,,,,,
2019-09-22,M.Chinnaswamy Stadium,Bangalore,India,India,South Africa,,,India,,,bat,Nitin Menon,CK Nandan,South Africa,,,,,,,
2019-09-27,Indian Association Ground,Singapore,none,Nepal,Zimbabwe,,,Nepal,,,bat,Akbar Ali,A Natarajan,Zimbabwe,,,,,,,
2019-09-28,Indian Association Ground,Singapore,Singapore,Singapore,Nepal,,,Singapore,,,bat,Akbar Ali,Hardeep Jadeja,Nepal,,,,,,,
2019-09-29,Indian Association Ground,Singapore,Singapore,Singapore,Zimbabwe,,,Singapore,,,bat,Akbar Ali,B Manikandan,Singapore,,,,,,,
2019-09-29,Kinrara Academy Oval,Kuala Lumpur,Malaysia,Malaysia,Vanuatu,,,Vanuatu,,,bat,D Sevakumaran,Izmir Azraf,Vanuatu,,,,,,,
2019-10-01,Indian Association Ground,Singapore,none,Nepal,Zimbabwe,,,Nepal,,,field,Akbar Ali,T Senthil Kumar,Zimbabwe,,,,,,,
2019-10-01,Kinrara Academy Oval,Kuala Lumpur,Malaysia,Malaysia,Vanuatu,,,Vanuatu,,,bat,Rudy Ismandy,V Kalidas,Vanuatu,,,,,,,
2019-10-02,Kinrara Academy Oval,Kuala Lumpur,Malaysia,Malaysia,Vanuatu,,,Malaysia,,,bat,Zaidan Taha,Mathan Kumar,Malaysia,,,,,,,
2019-10-03,Indian Association Ground,Singapore,Singapore,Singapore,Zimbabwe,,,Zimbabwe,,,field,Hardeep Jadeja,A Natarajan,Zimbabwe,,,,,,,
2019-10-03,Kinrara Academy Oval,Kuala Lumpur,Malaysia,Malaysia,Vanuatu,,,Malaysia,,,bat,Rudy Ismandy,V Kalidas,Vanuatu,,,,,,,
2019-10-04,Kinrara Academy Oval,Kuala Lumpur,Malaysia,Malaysia,Vanuatu,,,Malaysia,,,bat,Rudy Ismandy,N Sivan,Malaysia,,,,,,,
2019-10-05,Al Amerat Cricket Ground Oman Cricket Ministry Turf 1,Al Amarat,none,Ireland,Netherlands,,,Ireland,,,field,Vinod Babu,Rashid Riaz,Ireland,,,,,,,
2019-10-05,Gaddafi Stadium,Lahore,Pakistan,Pakistan,Sri Lanka,,,Pakistan,,,field,Aleem Dar,Ahsan Raza,Sri Lanka,,,,,,,
2019-10-06,Al Amerat Cricket Ground Oman Cricket Ministry Turf 1,Al Amarat,Oman,Oman,Ireland,,,Ireland,,,field,Harikrishna Pillai,Rashid Riaz,Oman,,,,,,,
2019-10-06,Al Amerat Cricket Ground Oman Cricket Ministry Turf 1,Al Amarat,none,Hong Kong,Nepal,,,Nepal,,,field,Rahul Asher,Rashid Riaz,Nepal,,,,,,,
2019-10-07,Al Amerat Cricket Ground Oman Cricket Ministry Turf 1,Al Amarat,none,Hong Kong,Ireland,,,Ireland,,,bat,Harikrishna Pillai,Rashid Riaz,Ireland,,,,,,,
2019-10-07,Al Amerat Cricket Ground Oman Cricket Ministry Turf 1,Al Amarat,none,Nepal,Netherlands,,,Nepal,,,field,Vinod Babu,Rashid Riaz,Nepal,,,,,,,
2019-10-07,Gaddafi Stadium,Lahore,Pakistan,Pakistan,Sri Lanka,,,Sri Lanka,,,bat,Asif Yaqoob,Aleem Dar,Sri Lanka,,,,,,,
2019-10-09,Al Amerat Cricket Ground Oman Cricket Ministry Turf 1,Al Amarat,none,Ireland,Nepal,,,Ireland,,,bat,Rahul Asher,Vinod Babu,Ireland,,,,,,,
2019-10-09,Al Amerat Cricket Ground Oman Cricket Ministry Turf 1,Al Amarat,Oman,Oman,Netherlands,,,Netherlands,,,bat,Harikrishna Pillai,Rahul Asher,Oman,,,,,,,
2019-10-09,Gaddafi Stadium,Lahore,Pakistan,Pakistan,Sri Lanka,,,Sri Lanka,,,bat,Shozab Raza,Aleem Dar,Sri Lanka,,,,,,,
2019-10-10,Al Amerat Cricket Ground Oman Cricket Ministry Turf 1,Al Amarat,none,Hong Kong,Netherlands,,,Hong Kong,,,field,Harikrishna Pillai,Vinod Babu,Netherlands,,,,,,,
2019-10-10,Al Amerat Cricket Ground Oman Cricket Ministry Turf 1,Al Amarat,Oman,Oman,Nepal,,,Oman,,,field,Rahul Asher,Vinod Babu,Oman,,,,,,,
2019-10-18,ICC Academy,Dubai,none,Kenya,Netherlands,,,Netherlands,,,bat,CM Brown,RR Wimalasiri,Netherlands,,,,,,,
2019-10-18,ICC Academy,Dubai,none,Scotland,Singapore,,,Scotland,,,field,Ahsan Raza,R Black,Singapore,,,,,,,
2019-10-18,Sheikh Zayed Stadium,Abu Dhabi,none,Hong Kong,Ireland,,,Hong Kong,,,bat,SJ Nogajski,S Ravi,Ireland,,,,,,,
2019-10-18,Sheikh Zayed Stadium,Abu Dhabi,United Arab Emirates,United Arab Emirates,Oman,,,Oman,,,field,A Paleker,AG Wharf,Oman,,,,,,,
2019-10-19,ICC Academy,Dubai,none,Namibia,Netherlands,,,Netherlands,,,bat,Sharfuddoula,RR Wimalasiri,Netherlands,,,,,,,
2019-10-19,ICC Academy,Dubai,none,Bermuda,Papua New Guinea,,,Papua New Guinea,,,field,CM Brown,R Black,Papua New Guinea,,,,,,,
2019-10-19,ICC Academy Ground No 2,Dubai,none,Kenya,Scotland,,,Scotland,,,bat,Ahmed Shah Pakteen,Ahsan Raza,Scotland,,,,,,,
2019-10-19,Sheikh Zayed Stadium,Abu Dhabi,none,Jersey,Nigeria,,,Jersey,,,bat,LE Hannibal,AG Wharf,Jersey,,,,,,,
2019-10-19,Sheikh Zayed Stadium,Abu Dhabi,United Arab Emirates,United Arab Emirates,Ireland,,,United Arab Emirates,,,field,SJ Nogajski,Rashid Riaz,United Arab Emirates,,,,,,,
2019-10-20,ICC Academy Ground No 2,Dubai,none,Bermuda,Singapore,,,Bermuda,,,bat,CM Brown,Sharfuddoula,Singapore,,,,,,,
2019-10-20,ICC Academy Ground No 2,Dubai,none,Namibia,Papua New Guinea,,,Papua New Guinea,,,bat,Ahmed Shah Pakteen,R Black,Papua New Guinea,,,,,,,
2019-10-20,Sheikh Zayed Stadium,Abu Dhabi,none,Hong Kong,Oman,,,Oman,,,field,A Paleker,S Ravi,Oman,,,,,,,
2019-10-20,Tolerance Oval,Abu Dhabi,none,Canada,Jersey,,,Jersey,,,field,LE Hannibal,Rashid Riaz,Canada,,,,,,,
2019-10-21,ICC Academy,Dubai,none,Bermuda,Kenya,,,Kenya,,,bat,Ahmed Shah Pakteen,RR Wimalasiri,Kenya,,,,,,,
2019-10-21,ICC Academy,Dubai,none,Papua New Guinea,Scotland,,,Scotland,,,bat,Ahsan Raza,Sharfuddoula,Scotland,,,,,,,
2019-10-21,Sheikh Zayed Stadium,Abu Dhabi,none,Canada,Nigeria,,,Canada,,,bat,LE Hannibal,Rashid Riaz,Canada,,,,,,,
2019-10-21,Sheikh Zayed Stadium,Abu Dhabi,United Arab Emirates,United Arab Emirates,Hong Kong,,,Hong Kong,,,bat,AG Wharf,S Ravi,United Arab Emirates,,,,,,,
2019-10-21,Tolerance Oval,Abu Dhabi,none,Ireland,Oman,,,Oman,,,field,A Paleker,SJ Nogajski,Ireland,,,,,,,
2019-10-22,ICC Academy,Dubai,none,Namibia,Scotland,,,Namibia,,,bat,CM Brown,SJ Nogajski,Namibia,,,,,,,
2019-10-22,ICC Academy,Dubai,none,Netherlands,Singapore,,,Singapore,,,bat,Ahsan Raza,R Black,Netherlands,,,,,,,
2019-10-22,Tolerance Oval,Abu Dhabi,United Arab Emirates,United Arab Emirates,Jersey,,,Jersey,,,bat,Sharfuddoula,Ahmed Shah Pakteen,Jersey,,,,,,,
2019-10-23,ICC Academy Ground No 2,Dubai,none,Bermuda,Namibia,,,Namibia,,,field,A Paleker,Ahsan Raza,Namibia,,,,,,,
2019-10-23,ICC Academy Ground No 2,Dubai,none,Kenya,Singapore,,,Singapore,,,bat,R Black,AG Wharf,Kenya,,,,,,,
2019-10-23,Sheikh Zayed Stadium,Abu Dhabi,none,Canada,Ireland,,,Canada,,,bat,Ahmed Shah Pakteen,LE Hannibal,Canada,,,,,,,
2019-10-23,Sheikh Zayed Stadium,Abu Dhabi,none,Hong Kong,Jersey,,,Hong Kong,,,bat,RR Wimalasiri,S Ravi,Hong Kong,,,,,,,
